"","playerId","investment","returns","roundNum","gameNum.f","condition.f","RS_score","LPFS_score","investorState.f","inv_pct","ret_pct_0","next_investment","postTrState","investorState","Joint_State","Next_Joint_State"
"98","4WWd3DsStMyZc3KSB",18,38,8,"post","Control",8.33333333333333,2.33333333333333,"neutral",0.9,0.703703703703704,14,"4","2","2-4","3-4"
"99","4WWd3DsStMyZc3KSB",14,30,9,"post","Control",8.33333333333333,2.33333333333333,"happy",0.7,0.714285714285714,20,"4","3","3-4","3-4"
"100","4WWd3DsStMyZc3KSB",20,45,10,"post","Control",8.33333333333333,2.33333333333333,"happy",1,0.75,4,"4","3","3-4","3-4"
"101","4WWd3DsStMyZc3KSB",4,4,11,"post","Control",8.33333333333333,2.33333333333333,"happy",0.2,0.333333333333333,9,"4","3","3-4","2-4"
"102","4WWd3DsStMyZc3KSB",9,15,12,"post","Control",8.33333333333333,2.33333333333333,"neutral",0.45,0.555555555555556,2,"4","2","2-4","2-4"
"103","4WWd3DsStMyZc3KSB",2,3,13,"post","Control",8.33333333333333,2.33333333333333,"neutral",0.1,0.5,9,"4","2","2-4","2-5"
"104","4WWd3DsStMyZc3KSB",9,16,14,"post","Control",8.33333333333333,2.33333333333333,"neutral",0.45,0.592592592592593,19,"5","2","2-5","3-5"
"105","4WWd3DsStMyZc3KSB",19,40,15,"post","Control",8.33333333333333,2.33333333333333,"happy",0.95,0.701754385964912,0,"5","3","3-5",NA
"106","4oGxjeTSvde6xPonP",16,20,1,"post","Control",19.2222222222222,3.25,"neutral",0.8,0.416666666666667,11,"2","2","2-2","2-2"
"107","4oGxjeTSvde6xPonP",11,7,2,"post","Control",19.2222222222222,3.25,"neutral",0.55,0.212121212121212,8,"2","2","2-2","2-2"
"108","4oGxjeTSvde6xPonP",8,6,3,"post","Control",19.2222222222222,3.25,"neutral",0.4,0.25,10,"2","2","2-2","2-2"
"109","4oGxjeTSvde6xPonP",10,10,4,"post","Control",19.2222222222222,3.25,"neutral",0.5,0.333333333333333,10,"2","2","2-2","2-2"
"110","4oGxjeTSvde6xPonP",10,10,5,"post","Control",19.2222222222222,3.25,"neutral",0.5,0.333333333333333,0,"2","2","2-2","2-2"
"111","4oGxjeTSvde6xPonP",0,0,6,"post","Control",19.2222222222222,3.25,"neutral",0,0,14,"2","2","2-2","2-2"
"112","4oGxjeTSvde6xPonP",14,16,7,"post","Control",19.2222222222222,3.25,"neutral",0.7,0.380952380952381,10,"2","2","2-2","2-2"
"113","4oGxjeTSvde6xPonP",10,10,8,"post","Control",19.2222222222222,3.25,"neutral",0.5,0.333333333333333,5,"2","2","2-2","2-1"
"114","4oGxjeTSvde6xPonP",5,0,9,"post","Control",19.2222222222222,3.25,"neutral",0.25,0,8,"1","2","2-1","1-1"
"115","4oGxjeTSvde6xPonP",8,4,10,"post","Control",19.2222222222222,3.25,"unhappy",0.4,0.166666666666667,4,"1","1","1-1","1-1"
"116","4oGxjeTSvde6xPonP",4,0,11,"post","Control",19.2222222222222,3.25,"unhappy",0.2,0,8,"1","1","1-1","1-1"
"117","4oGxjeTSvde6xPonP",8,6,12,"post","Control",19.2222222222222,3.25,"unhappy",0.4,0.25,2,"1","1","1-1","3-1"
"118","4oGxjeTSvde6xPonP",2,0,13,"post","Control",19.2222222222222,3.25,"happy",0.1,0,19,"1","3","3-1","3-3"
"119","4oGxjeTSvde6xPonP",19,27,14,"post","Control",19.2222222222222,3.25,"happy",0.95,0.473684210526316,18,"3","3","3-3","3-3"
"120","4oGxjeTSvde6xPonP",18,25,15,"post","Control",19.2222222222222,3.25,"happy",0.9,0.462962962962963,0,"3","3","3-3",NA
"121","52oYgsS8DmiKhuNgQ",14,20,1,"post","Control",16,2.33333333333333,"neutral",0.7,0.476190476190476,20,"2","2","2-2","3-2"
"122","52oYgsS8DmiKhuNgQ",20,28,2,"post","Control",16,2.33333333333333,"happy",1,0.466666666666667,13,"2","3","3-2","3-1"
"123","52oYgsS8DmiKhuNgQ",13,19,3,"post","Control",16,2.33333333333333,"happy",0.65,0.487179487179487,9,"1","3","3-1","3-1"
"124","52oYgsS8DmiKhuNgQ",9,13,4,"post","Control",16,2.33333333333333,"happy",0.45,0.481481481481481,18,"1","3","3-1","3-1"
"125","52oYgsS8DmiKhuNgQ",18,25,5,"post","Control",16,2.33333333333333,"happy",0.9,0.462962962962963,18,"1","3","3-1","3-1"
"126","52oYgsS8DmiKhuNgQ",18,25,6,"post","Control",16,2.33333333333333,"happy",0.9,0.462962962962963,19,"1","3","3-1","3-1"
"127","52oYgsS8DmiKhuNgQ",19,25,7,"post","Control",16,2.33333333333333,"happy",0.95,0.43859649122807,20,"1","3","3-1","3-1"
"128","52oYgsS8DmiKhuNgQ",20,28,8,"post","Control",16,2.33333333333333,"happy",1,0.466666666666667,4,"1","3","3-1","1-1"
"129","52oYgsS8DmiKhuNgQ",4,5,9,"post","Control",16,2.33333333333333,"unhappy",0.2,0.416666666666667,8,"1","1","1-1","1-1"
"130","52oYgsS8DmiKhuNgQ",8,11,10,"post","Control",16,2.33333333333333,"unhappy",0.4,0.458333333333333,10,"1","1","1-1","2-1"
"131","52oYgsS8DmiKhuNgQ",10,13,11,"post","Control",16,2.33333333333333,"neutral",0.5,0.433333333333333,13,"1","2","2-1","2-1"
"132","52oYgsS8DmiKhuNgQ",13,18,12,"post","Control",16,2.33333333333333,"neutral",0.65,0.461538461538462,2,"1","2","2-1","2-1"
"133","52oYgsS8DmiKhuNgQ",2,3,13,"post","Control",16,2.33333333333333,"neutral",0.1,0.5,7,"1","2","2-1","2-1"
"134","52oYgsS8DmiKhuNgQ",7,9,14,"post","Control",16,2.33333333333333,"neutral",0.35,0.428571428571429,6,"1","2","2-1","2-1"
"135","52oYgsS8DmiKhuNgQ",6,8,15,"post","Control",16,2.33333333333333,"neutral",0.3,0.444444444444444,0,"1","2","2-1",NA
"136","54bjF4yQsZHmpnAZm",7,10,1,"post","Control",8,1.58333333333333,"neutral",0.35,0.476190476190476,8,"2","2","2-2","2-2"
"137","54bjF4yQsZHmpnAZm",8,11,2,"post","Control",8,1.58333333333333,"neutral",0.4,0.458333333333333,6,"2","2","2-2","2-2"
"138","54bjF4yQsZHmpnAZm",6,7,3,"post","Control",8,1.58333333333333,"neutral",0.3,0.388888888888889,10,"2","2","2-2","2-2"
"139","54bjF4yQsZHmpnAZm",10,15,4,"post","Control",8,1.58333333333333,"neutral",0.5,0.5,11,"2","2","2-2","2-2"
"140","54bjF4yQsZHmpnAZm",11,17,5,"post","Control",8,1.58333333333333,"neutral",0.55,0.515151515151515,18,"2","2","2-2","3-2"
"141","54bjF4yQsZHmpnAZm",18,30,6,"post","Control",8,1.58333333333333,"happy",0.9,0.555555555555556,18,"2","3","3-2","3-2"
"142","54bjF4yQsZHmpnAZm",18,30,7,"post","Control",8,1.58333333333333,"happy",0.9,0.555555555555556,18,"2","3","3-2","3-2"
"143","54bjF4yQsZHmpnAZm",18,30,8,"post","Control",8,1.58333333333333,"happy",0.9,0.555555555555556,19,"2","3","3-2","3-2"
"144","54bjF4yQsZHmpnAZm",19,31,9,"post","Control",8,1.58333333333333,"happy",0.95,0.543859649122807,19,"2","3","3-2","3-2"
"145","54bjF4yQsZHmpnAZm",19,32,10,"post","Control",8,1.58333333333333,"happy",0.95,0.56140350877193,16,"2","3","3-2","3-2"
"146","54bjF4yQsZHmpnAZm",16,24,11,"post","Control",8,1.58333333333333,"happy",0.8,0.5,18,"2","3","3-2","3-2"
"147","54bjF4yQsZHmpnAZm",18,30,12,"post","Control",8,1.58333333333333,"happy",0.9,0.555555555555556,2,"2","3","3-2","3-1"
"148","54bjF4yQsZHmpnAZm",2,1,13,"post","Control",8,1.58333333333333,"happy",0.1,0.166666666666667,20,"1","3","3-1","3-2"
"149","54bjF4yQsZHmpnAZm",20,33,14,"post","Control",8,1.58333333333333,"happy",1,0.55,19,"2","3","3-2","3-2"
"150","54bjF4yQsZHmpnAZm",19,30,15,"post","Control",8,1.58333333333333,"happy",0.95,0.526315789473684,0,"2","3","3-2",NA
"151","5LoTftbxJgPsgaEFS",9,11,1,"post","Manipulation",8,1.5,"neutral",0.45,0.407407407407407,11,"3","2","2-3","2-3"
"152","5LoTftbxJgPsgaEFS",11,13,2,"post","Manipulation",8,1.5,"neutral",0.55,0.393939393939394,11,"3","2","2-3","2-3"
"153","5LoTftbxJgPsgaEFS",11,13,3,"post","Manipulation",8,1.5,"neutral",0.55,0.393939393939394,7,"3","2","2-3","2-3"
"154","5LoTftbxJgPsgaEFS",7,7,4,"post","Manipulation",8,1.5,"neutral",0.35,0.333333333333333,6,"3","2","2-3","2-3"
"155","5LoTftbxJgPsgaEFS",6,4,5,"post","Manipulation",8,1.5,"neutral",0.3,0.222222222222222,6,"3","2","2-3","2-3"
"156","5LoTftbxJgPsgaEFS",6,6,6,"post","Manipulation",8,1.5,"neutral",0.3,0.333333333333333,19,"3","2","2-3","3-3"
"157","5LoTftbxJgPsgaEFS",19,25,7,"post","Manipulation",8,1.5,"happy",0.95,0.43859649122807,20,"3","3","3-3","3-3"
"158","5LoTftbxJgPsgaEFS",20,0,8,"post","Manipulation",8,1.5,"happy",1,0,4,"3","3","3-3","1-3"
"159","5LoTftbxJgPsgaEFS",4,2,9,"post","Manipulation",8,1.5,"unhappy",0.2,0.166666666666667,4,"3","1","1-3","1-3"
"160","5LoTftbxJgPsgaEFS",4,0,10,"post","Manipulation",8,1.5,"unhappy",0.2,0,1,"3","1","1-3","1-3"
"161","5LoTftbxJgPsgaEFS",1,0,11,"post","Manipulation",8,1.5,"unhappy",0.05,0,1,"3","1","1-3","1-3"
"162","5LoTftbxJgPsgaEFS",1,0,12,"post","Manipulation",8,1.5,"unhappy",0.05,0,2,"3","1","1-3","1-1"
"163","5LoTftbxJgPsgaEFS",2,0,13,"post","Manipulation",8,1.5,"unhappy",0.1,0,0,"1","1","1-1","1-3"
"164","5LoTftbxJgPsgaEFS",0,0,14,"post","Manipulation",8,1.5,"unhappy",0,0,4,"3","1","1-3","1-3"
"165","5LoTftbxJgPsgaEFS",4,4,15,"post","Manipulation",8,1.5,"unhappy",0.2,0.333333333333333,0,"3","1","1-3",NA
"166","5jvvdoQhnuuGqTYEL",11,16,1,"post","Manipulation",9.44444444444444,1,"neutral",0.55,0.484848484848485,20,"5","2","2-5","3-5"
"167","5jvvdoQhnuuGqTYEL",20,33,2,"post","Manipulation",9.44444444444444,1,"happy",1,0.55,20,"5","3","3-5","3-5"
"168","5jvvdoQhnuuGqTYEL",20,34,3,"post","Manipulation",9.44444444444444,1,"happy",1,0.566666666666667,12,"5","3","3-5","3-5"
"169","5jvvdoQhnuuGqTYEL",12,17,4,"post","Manipulation",9.44444444444444,1,"happy",0.6,0.472222222222222,5,"5","3","3-5","3-5"
"170","5jvvdoQhnuuGqTYEL",5,6,5,"post","Manipulation",9.44444444444444,1,"happy",0.25,0.4,20,"5","3","3-5","3-4"
"171","5jvvdoQhnuuGqTYEL",20,31,6,"post","Manipulation",9.44444444444444,1,"happy",1,0.516666666666667,19,"4","3","3-4","3-4"
"172","5jvvdoQhnuuGqTYEL",19,22,7,"post","Manipulation",9.44444444444444,1,"happy",0.95,0.385964912280702,13,"4","3","3-4","3-5"
"173","5jvvdoQhnuuGqTYEL",13,18,8,"post","Manipulation",9.44444444444444,1,"happy",0.65,0.461538461538462,16,"5","3","3-5","3-5"
"174","5jvvdoQhnuuGqTYEL",16,23,9,"post","Manipulation",9.44444444444444,1,"happy",0.8,0.479166666666667,14,"5","3","3-5","3-5"
"175","5jvvdoQhnuuGqTYEL",14,21,10,"post","Manipulation",9.44444444444444,1,"happy",0.7,0.5,20,"5","3","3-5","3-5"
"176","5jvvdoQhnuuGqTYEL",20,32,11,"post","Manipulation",9.44444444444444,1,"happy",1,0.533333333333333,19,"5","3","3-5","3-2"
