StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1,Q7_2,Q8_1,Q8_2,Q9_1,Q9_2,Q10_1,Q10_2,Q_att_1,Q_att_2,Q11_1,Q11_2,Q12_1,Q12_2,PROLIFIC_PID
2024-02-06 16:20:02,2024-02-06 16:49:44,IP Address,100,1782,True,2024-02-06 16:49:45,R_7QtvI9xzrY2nQbp,anonymous,EN-GB,I accept,5c416b55bc9c0c00014ed96e,5,2,6,4,1,6,2,1,6,2,1,5,6,1,6,6,5,4,4,5,5c416b55bc9c0c00014ed96e
2024-02-06 16:27:23,2024-02-06 16:49:51,IP Address,100,1347,True,2024-02-06 16:49:51,R_8ru8fQMxDzAeiY1,anonymous,EN-GB,I accept,615024818c0798f950215d49,5,1,5,4,1,6,3,5,2,5,2,3,4,4,6,6,2,6,1,6,615024818c0798f950215d49
2024-02-06 16:42:50,2024-02-06 16:50:04,IP Address,100,434,True,2024-02-06 16:50:04,R_7MfjsspHGc6mxyT,anonymous,EN-GB,I accept,602ba62750c603308389e87f,3,1,5,4,1,6,1,6,2,4,4,5,6,3,6,6,5,5,5,4,602ba62750c603308389e87f
2024-02-06 16:37:04,2024-02-06 16:50:41,IP Address,100,817,True,2024-02-06 16:50:41,R_8SnfLhIdkzz9K7f,anonymous,EN-GB,I accept,5fa92f3172de7e02d5d77656,1,3,6,4,6,4,1,6,5,5,3,3,1,5,6,6,5,5,1,6,5fa92f3172de7e02d5d77656
2024-02-06 16:43:07,2024-02-06 16:50:59,IP Address,100,472,True,2024-02-06 16:51:00,R_5QgEfgrWXKqqd5L,anonymous,EN-GB,I accept,61118c6d3c980e8b5b50e2fa,5,6,4,5,6,4,4,5,5,4,5,6,6,5,6,6,6,5,5,6,61118c6d3c980e8b5b50e2fa
2024-02-06 16:44:08,2024-02-06 16:51:20,IP Address,100,432,True,2024-02-06 16:51:20,R_72YLIviRzDXvK6Z,anonymous,EN-GB,I accept,5cefbe6f1234ed0001970821,4,5,5,5,3,6,4,4,3,3,2,6,5,4,6,6,6,4,2,6,5cefbe6f1234ed0001970821
2024-02-06 16:39:08,2024-02-06 16:51:47,IP Address,100,759,True,2024-02-06 16:51:48,R_3JL6tpywfm8WpC0,anonymous,EN-GB,I accept,5f7229ef1f8432123d3df17d,3,6,1,3,2,6,5,2,4,5,5,4,6,3,1,6,5,2,2,4,5f7229ef1f8432123d3df17d
2024-02-06 16:43:40,2024-02-06 16:52:06,IP Address,100,505,True,2024-02-06 16:52:07,R_3pmnynDbCDNv2Eu,anonymous,EN-GB,I accept,5e52a7dac6d034000ab15eb1,5,6,5,6,4,5,6,6,6,6,4,5,5,5,6,6,5,6,6,6,5e52a7dac6d034000ab15eb1
2024-02-06 16:45:03,2024-02-06 16:52:18,IP Address,100,434,True,2024-02-06 16:52:18,R_7PnI4xkwEy6fi7W,anonymous,EN-GB,I accept,6501908a57987e4c541a7296,3,2,5,3,1,6,4,4,5,3,1,5,4,3,6,6,1,3,1,6,6501908a57987e4c541a7296
2024-02-06 16:47:34,2024-02-06 16:52:21,IP Address,100,286,True,2024-02-06 16:52:22,R_1HqKdfLcZITyxk5,anonymous,EN-GB,I accept,6128e310f8c34c524eb39ad0,6,4,5,4,3,6,3,6,3,5,2,5,6,2,6,6,6,5,1,6,6128e310f8c34c524eb39ad0
2024-02-06 16:40:16,2024-02-06 16:52:37,IP Address,100,740,True,2024-02-06 16:52:37,R_6RrXjw60sUAvmON,anonymous,EN-GB,I accept,5db403f9aa516e000a500822,2,6,4,5,4,4,2,6,5,5,2,6,4,3,6,6,5,5,2,6,5db403f9aa516e000a500822
2024-02-06 16:50:45,2024-02-06 16:52:58,IP Address,100,132,True,2024-02-06 16:52:58,R_8r0sLNOs6BLdDbK,anonymous,EN-GB,I accept,6282625e16061f1e815edb29,2,6,5,2,4,2,4,5,5,5,2,5,5,2,6,6,6,2,1,6,6282625e16061f1e815edb29
2024-02-06 16:37:10,2024-02-06 16:54:40,IP Address,100,1049,True,2024-02-06 16:54:41,R_79hRjWc9L3sKPsx,anonymous,EN-GB,I accept,5f2e4f6e9832d71ae6cdc4ab,5,2,5,3,6,5,5,2,6,4,4,1,5,3,6,6,6,5,5,3,5f2e4f6e9832d71ae6cdc4ab
2024-02-06 16:43:01,2024-02-06 16:55:50,IP Address,100,769,True,2024-02-06 16:55:51,R_3SOCO7KfaqkqdgZ,anonymous,EN-GB,I accept,60fdb05e9fae758192d21a0e,2,5,5,3,2,5,3,5,5,4,2,5,5,3,6,6,6,5,5,3,60fdb05e9fae758192d21a0e
2024-02-06 16:38:27,2024-02-06 16:56:42,IP Address,100,1095,True,2024-02-06 16:56:43,R_6egT2mqjRhOesA9,anonymous,EN-GB,I accept,5ee3c9a7236bef095fd67d0e,3,5,6,2,1,6,3,5,3,4,1,6,2,4,6,6,5,5,3,5,5ee3c9a7236bef095fd67d0e
2024-02-06 16:56:48,2024-02-06 17:03:02,IP Address,100,373,True,2024-02-06 17:03:03,R_2J8zLf3ov2nePPu,anonymous,EN-GB,I accept,5f0af097e7d15b3bf7734642,3,4,5,4,1,6,3,5,5,3,1,5,5,2,6,6,4,4,2,5,5f0af097e7d15b3bf7734642
2024-02-06 17:05:12,2024-02-06 17:06:39,IP Address,100,86,True,2024-02-06 17:06:40,R_1KHsa3V0yI0GPkJ,anonymous,EN-GB,I accept,614cf7d1df2213f8c1f81e6e,2,5,5,3,2,5,1,6,5,4,1,6,3,4,6,6,3,4,4,3,614cf7d1df2213f8c1f81e6e
2024-02-06 17:05:16,2024-02-06 17:07:59,IP Address,100,162,True,2024-02-06 17:08:00,R_3sdIJliKTzC6UQe,anonymous,EN-GB,I accept,628de130059d62c73466ee64,2,5,5,3,2,5,3,6,2,3,2,5,5,1,6,6,2,3,1,6,628de130059d62c73466ee64
2024-02-06 17:05:10,2024-02-06 17:08:17,IP Address,100,187,True,2024-02-06 17:08:18,R_1WOFJNdduK8jLzz,anonymous,EN-GB,I accept,61113790258bd935c8a6b972,6,6,6,5,3,5,5,5,5,4,5,5,5,3,6,6,5,5,6,6,61113790258bd935c8a6b972
2024-02-06 17:05:11,2024-02-06 17:08:30,IP Address,100,198,True,2024-02-06 17:08:31,R_20MlLk73Wu27D3k,anonymous,EN-GB,I accept,61607dd2982bc0b8b379eeca,6,1,4,5,2,6,4,6,5,4,6,2,5,6,6,6,6,2,3,5,61607dd2982bc0b8b379eeca
2024-02-06 17:05:29,2024-02-06 17:08:42,IP Address,100,192,True,2024-02-06 17:08:42,R_5eq2pvNmqNB386R,anonymous,EN-GB,I accept,65a8e00416fa6566fcd58051,2,6,4,3,1,6,5,5,1,6,5,4,5,3,6,6,2,6,3,5,65a8e00416fa6566fcd58051
2024-02-06 20:47:35,2024-02-06 20:50:33,IP Address,100,178,True,2024-02-06 20:50:34,R_3lwGxmFb5MGLkOJ,anonymous,EN-GB,I accept,615b6a90dab84fdc845475a3,5,5,5,5,4,5,5,5,6,6,5,5,4,4,6,6,6,5,5,5,615b6a90dab84fdc845475a3
2024-02-13 11:33:49,2024-02-13 11:34:12,IP Address,100,23,True,2024-02-13 11:34:13,R_2l7KDe80xT1uUWl,anonymous,EN-GB,I accept,{{%PROLIFIC_PID%}},,,,,,,,,,,,,,,,,,,,,{{%PROLIFIC_PID%}}
2024-02-13 11:36:13,2024-02-13 11:37:47,IP Address,100,94,True,2024-02-13 11:37:47,R_60PNVJly4Yahta1,anonymous,EN-GB,I accept,55e356dac70c7a00052a57ec,3,4,5,5,2,5,5,4,6,2,5,2,4,3,6,6,6,4,5,3,55e356dac70c7a00052a57ec
2024-02-13 11:36:01,2024-02-13 11:37:57,IP Address,100,115,True,2024-02-13 11:37:57,R_7HUExQtQ68Ly0Bz,anonymous,EN-GB,I accept,5e1471b5a99550a8a867bfb4,5,4,6,3,5,4,6,2,4,3,5,2,4,3,6,6,3,3,5,3,5e1471b5a99550a8a867bfb4
2024-02-13 11:36:11,2024-02-13 11:37:58,IP Address,100,106,True,2024-02-13 11:37:58,R_3QYUrBCoKAnadYW,anonymous,EN-GB,I accept,60a4c87659137d62b39b8818,4,4,5,4,1,6,5,4,5,5,1,6,5,2,6,6,4,3,5,4,60a4c87659137d62b39b8818
2024-02-13 11:36:10,2024-02-13 11:37:58,IP Address,100,108,True,2024-02-13 11:37:58,R_1PmJ0kxpa07ulZO,anonymous,EN-GB,I accept,5e4c1f836603cd072bb734d5,3,6,6,3,5,5,4,4,5,3,3,6,6,2,6,6,6,3,6,4,5e4c1f836603cd072bb734d5
2024-02-13 11:36:24,2024-02-13 11:38:10,IP Address,100,105,True,2024-02-13 11:38:10,R_5Yrpc99EANoo5Hp,anonymous,EN-GB,I accept,62aa1fefabb116cb465a45fc,6,6,6,6,1,6,6,5,5,5,1,6,4,4,6,6,4,5,1,6,62aa1fefabb116cb465a45fc
2024-02-13 11:36:19,2024-02-13 11:38:14,IP Address,100,115,True,2024-02-13 11:38:15,R_6EfIa7CxMn1X0LT,anonymous,EN-GB,I accept,62b210116aa9499d1032a2d6,4,5,5,4,3,6,5,6,5,4,2,6,5,4,6,6,4,5,5,5,62b210116aa9499d1032a2d6
2024-02-13 11:36:11,2024-02-13 11:38:16,IP Address,100,124,True,2024-02-13 11:38:17,R_5HjKw6Fnv0e3QKi,anonymous,EN-GB,I accept,642edde09e616b33709868d0,4,6,6,5,6,6,4,5,6,6,6,6,6,6,6,1,6,6,6,6,642edde09e616b33709868d0
2024-02-13 11:36:47,2024-02-13 11:38:26,IP Address,100,99,True,2024-02-13 11:38:27,R_6q7WVxTGmcrdzVO,anonymous,EN-GB,I accept,65708341dc75f34174a30e76,4,4,4,4,5,3,3,5,5,3,4,3,4,3,6,6,4,3,4,3,65708341dc75f34174a30e76
2024-02-13 11:36:31,2024-02-13 11:38:27,IP Address,100,115,True,2024-02-13 11:38:27,R_5JJxKBlIKzlPtqQ,anonymous,EN-GB,I accept,5be9ff67d153f500019aec87,2,5,6,2,2,6,4,5,5,5,2,6,5,3,6,6,5,5,4,4,5be9ff67d153f500019aec87
2024-02-13 11:36:29,2024-02-13 11:38:37,IP Address,100,128,True,2024-02-13 11:38:38,R_1z34crYUIfAWvXH,anonymous,EN-GB,I accept,5b1c07da88ee7400012b0c2f,5,4,4,4,4,3,2,5,4,5,2,5,5,2,6,6,4,6,4,5,5b1c07da88ee7400012b0c2f
2024-02-13 11:36:06,2024-02-13 11:38:38,IP Address,100,152,True,2024-02-13 11:38:39,R_1NDCY12zDOq4fHG,anonymous,EN-GB,I accept,6597f0d6719439ae4cee949f,3,5,4,4,4,5,5,4,5,4,2,5,3,4,6,6,5,3,4,4,6597f0d6719439ae4cee949f
2024-02-13 11:36:41,2024-02-13 11:38:39,IP Address,100,118,True,2024-02-13 11:38:40,R_4En0vJNQDylwBcR,anonymous,EN-GB,I accept,63f78706289c35a575276c12,2,6,4,5,6,6,2,5,2,5,1,6,5,4,6,6,4,4,2,5,63f78706289c35a575276c12
2024-02-13 11:36:54,2024-02-13 11:38:41,IP Address,100,107,True,2024-02-13 11:38:42,R_3GiwY62LstT15mI,anonymous,EN-GB,I accept,613a3a7db20de98675ba39d4,4,5,4,5,2,3,3,4,4,5,4,6,4,5,6,6,5,4,4,5,613a3a7db20de98675ba39d4
2024-02-13 11:36:14,2024-02-13 11:38:42,IP Address,100,148,True,2024-02-13 11:38:43,R_5JOASzlw21iRqVp,anonymous,EN-GB,I accept,62dae78d1b3a661e64d8844b,3,5,5,4,5,5,5,5,3,5,1,5,5,2,6,6,5,4,3,3,62dae78d1b3a661e64d8844b
2024-02-13 11:36:43,2024-02-13 11:38:47,IP Address,100,123,True,2024-02-13 11:38:47,R_62RZeEq3LIWJibj,anonymous,EN-GB,I accept,634688e5fa2b2ff0a83c7a17,5,4,5,3,5,4,4,4,6,5,5,5,6,2,6,6,6,5,5,5,634688e5fa2b2ff0a83c7a17
2024-02-13 11:35:59,2024-02-13 11:38:50,IP Address,100,171,True,2024-02-13 11:38:51,R_5YbOLMbFnRn1u5L,anonymous,EN-GB,I accept,5f160514e2a4062d2a0ded58,5,4,4,6,2,5,1,6,3,5,1,6,5,4,6,6,3,6,2,6,5f160514e2a4062d2a0ded58
2024-02-13 11:36:40,2024-02-13 11:38:52,IP Address,100,131,True,2024-02-13 11:38:53,R_15Rvj7bT8EdKiJg,anonymous,EN-GB,I accept,5995f045f9db7d00018959f4,1,4,4,5,3,4,4,4,2,2,6,5,2,3,6,6,2,2,4,3,5995f045f9db7d00018959f4
2024-02-13 11:37:02,2024-02-13 11:38:54,IP Address,100,112,True,2024-02-13 11:38:54,R_6isTwnbgmWqJ6xc,anonymous,EN-GB,I accept,5c63e773f9b6300001c9ce20,5,4,5,4,5,5,5,5,6,4,4,5,6,4,6,6,6,4,5,5,5c63e773f9b6300001c9ce20
2024-02-13 11:37:24,2024-02-13 11:38:54,IP Address,100,89,True,2024-02-13 11:38:54,R_5esLajZEXXOboJj,anonymous,EN-GB,I accept,656b3d5b6c3fc7ef955399b6,3,4,6,3,1,6,2,6,3,5,1,6,5,3,6,6,2,5,1,5,656b3d5b6c3fc7ef955399b6
2024-02-13 11:36:46,2024-02-13 11:38:56,IP Address,100,130,True,2024-02-13 11:38:56,R_7BUSimtHiGMpKbD,anonymous,EN-GB,I accept,63d3ff7455fe68b811ef6b57,4,4,6,3,3,5,5,3,5,3,4,5,6,2,6,6,5,4,6,2,63d3ff7455fe68b811ef6b57
2024-02-13 11:36:53,2024-02-13 11:39:02,IP Address,100,128,True,2024-02-13 11:39:02,R_6UXUNWn0mk1426l,anonymous,EN-GB,I accept,616336d61cc92e17b2b7815a,6,4,6,4,6,5,5,6,6,5,3,5,6,3,6,6,6,4,5,5,616336d61cc92e17b2b7815a
2024-02-13 11:37:14,2024-02-13 11:39:02,IP Address,100,107,True,2024-02-13 11:39:02,R_51oogP2Izo4wtok,anonymous,EN-GB,I accept,659597a4bcd55bc44434ff78,3,5,3,5,3,3,4,4,4,4,3,4,5,4,4,6,4,4,3,4,659597a4bcd55bc44434ff78
2024-02-13 11:36:46,2024-02-13 11:39:02,IP Address,100,135,True,2024-02-13 11:39:03,R_6eAdZ6de7PxSPwR,anonymous,EN-GB,I accept,610c1eb3a3f6cb992df04f13,6,4,6,5,6,1,4,6,5,6,1,6,4,5,6,6,5,6,5,5,610c1eb3a3f6cb992df04f13
2024-02-13 11:37:00,2024-02-13 11:39:06,IP Address,100,126,True,2024-02-13 11:39:07,R_8pX0liYKBGOtaSd,anonymous,EN-GB,I accept,5b228fcf50fde60001033592,3,5,1,4,1,5,1,5,1,4,1,5,4,4,6,6,4,4,1,4,5b228fcf50fde60001033592
2024-02-13 11:37:04,2024-02-13 11:39:06,IP Address,100,122,True,2024-02-13 11:39:07,R_5HEtjKfWAGFfVAd,anonymous,EN-GB,I accept,65956b378a8209299cb98a08,6,5,6,4,1,6,4,5,4,4,2,6,5,2,6,6,6,4,5,3,65956b378a8209299cb98a08
2024-02-13 11:36:51,2024-02-13 11:39:11,IP Address,100,139,True,2024-02-13 11:39:11,R_3kIDaQTpjnhaEeI,anonymous,EN-GB,I accept,5da486f989f3800015f5a4d3,2,6,5,5,1,6,3,4,4,4,1,6,5,2,6,6,3,5,3,5,5da486f989f3800015f5a4d3
2024-02-13 11:36:13,2024-02-13 11:39:11,IP Address,100,178,True,2024-02-13 11:39:12,R_4AMyKe0Iz59hHTh,anonymous,EN-GB,I accept,6595be0e8ac3f1327fec5bf8,5,4,6,3,6,5,5,5,5,4,3,4,5,2,6,6,6,2,4,4,6595be0e8ac3f1327fec5bf8
2024-02-13 11:37:09,2024-02-13 11:39:13,IP Address,100,123,True,2024-02-13 11:39:13,R_8rE0wLgag0pOBc5,anonymous,EN-GB,I accept,5de39f38a1a3fb39ee68f7ab,3,4,5,4,5,5,4,4,6,5,3,5,5,3,6,6,4,4,4,4,5de39f38a1a3fb39ee68f7ab
2024-02-13 11:36:47,2024-02-13 11:39:14,IP Address,100,147,True,2024-02-13 11:39:14,R_72zfBgCUIBqxQCa,anonymous,EN-GB,I accept,5d45ed2a23a1260018201b2c,6,4,6,3,6,6,5,3,6,6,6,6,3,2,6,6,4,5,3,4,5d45ed2a23a1260018201b2c
2024-02-13 11:36:38,2024-02-13 11:39:16,IP Address,100,157,True,2024-02-13 11:39:16,R_6hg16Bwa8ClwetD,anonymous,EN-GB,I accept,615ad6db4cd0092a52d09ea7,5,4,3,3,5,5,4,4,5,4,3,4,5,4,6,6,5,5,4,5,615ad6db4cd0092a52d09ea7
2024-02-13 11:36:50,2024-02-13 11:39:19,IP Address,100,148,True,2024-02-13 11:39:19,R_5MZjopg5oyIMT0t,anonymous,EN-GB,I accept,6571d14e8b25e8ab178d9f44,5,6,6,4,6,5,6,6,5,5,5,6,3,5,6,1,6,6,5,6,6571d14e8b25e8ab178d9f44
2024-02-13 11:36:54,2024-02-13 11:39:20,IP Address,100,146,True,2024-02-13 11:39:20,R_8uDlm97jOHC2tcR,anonymous,EN-GB,I accept,5ee0a3bc2f43f70568e950a3,5,5,6,5,5,6,6,5,6,5,6,5,6,4,6,6,6,4,6,4,5ee0a3bc2f43f70568e950a3
2024-02-13 11:37:09,2024-02-13 11:39:20,IP Address,100,131,True,2024-02-13 11:39:21,R_1N3cePGSkOnmN2c,anonymous,EN-GB,I accept,5f72e83c4ffd16225c2d2305,6,6,6,6,6,6,3,3,6,6,4,4,6,6,6,6,6,6,5,5,5f72e83c4ffd16225c2d2305
2024-02-13 11:36:28,2024-02-13 11:39:24,IP Address,100,175,True,2024-02-13 11:39:24,R_3uCaUpUOKXBEyab,anonymous,EN-GB,I accept,61f2ab2fa09e72f23cbaf316,6,6,5,5,6,6,5,5,6,5,6,6,4,5,6,6,6,6,5,5,61f2ab2fa09e72f23cbaf316
2024-02-13 11:36:02,2024-02-13 11:39:26,IP Address,100,203,True,2024-02-13 11:39:26,R_5Cqsro2TvEEHisy,anonymous,EN-GB,I accept,63f79034370a105d5d57d9bd,3,4,5,4,2,6,2,4,4,6,4,5,6,3,6,6,5,5,4,2,63f79034370a105d5d57d9bd
2024-02-13 11:35:59,2024-02-13 11:39:29,IP Address,100,210,True,2024-02-13 11:39:30,R_5mUgAHRG0dp1p3W,anonymous,EN-GB,I accept,65980b9029b10879b38af54b,3,6,5,5,1,6,3,4,1,6,1,6,2,5,6,6,2,6,2,5,65980b9029b10879b38af54b
2024-02-13 11:36:30,2024-02-13 11:39:36,IP Address,100,186,True,2024-02-13 11:39:36,R_1rcxVhDumOVHp6N,anonymous,EN-GB,I accept,5f8b4560fc6686262722efdb,3,5,4,3,2,5,4,4,5,3,3,4,5,3,6,6,4,3,4,4,5f8b4560fc6686262722efdb
2024-02-13 11:37:00,2024-02-13 11:39:39,IP Address,100,158,True,2024-02-13 11:39:40,R_4p8UWa9HxyZaoy7,anonymous,EN-GB,I accept,62d138e361857aef127c9e8b,3,5,2,4,1,5,3,3,5,4,2,5,5,3,1,6,5,4,3,4,62d138e361857aef127c9e8b
2024-02-13 11:37:00,2024-02-13 11:39:41,IP Address,100,160,True,2024-02-13 11:39:41,R_5pXUETlN8MUfAzx,anonymous,EN-GB,I accept,640349ae900739316aca0f9f,1,6,6,3,1,6,1,6,3,3,1,6,4,3,6,5,6,3,1,6,640349ae900739316aca0f9f
2024-02-13 11:36:54,2024-02-13 11:39:44,IP Address,100,169,True,2024-02-13 11:39:44,R_6pYVIdtsYhiRZeA,anonymous,EN-GB,I accept,5afcbf18fabc8900018854d9,2,6,5,3,2,5,2,5,1,6,4,4,6,2,6,6,4,3,1,6,5afcbf18fabc8900018854d9
2024-02-13 11:36:47,2024-02-13 11:39:45,IP Address,100,177,True,2024-02-13 11:39:45,R_4WC5yVFDikraSor,anonymous,EN-GB,I accept,65b81dd777463daef02b8577,2,5,4,4,2,5,5,4,4,4,3,4,4,3,6,6,4,3,4,3,65b81dd777463daef02b8577
2024-02-13 11:36:46,2024-02-13 11:39:49,IP Address,100,182,True,2024-02-13 11:39:50,R_4CNrlqo3LKxBQOJ,anonymous,EN-GB,I accept,5b1e614fbd262e0001491796,4,3,5,5,2,5,3,5,4,5,4,5,5,4,6,6,4,5,4,5,5b1e614fbd262e0001491796
2024-02-13 11:36:57,2024-02-13 11:39:53,IP Address,100,175,True,2024-02-13 11:39:53,R_7yS30lYC7nRnUd3,anonymous,EN-GB,I accept,5e283f8ad48ecf000ddd0724,5,3,6,3,6,5,6,5,3,1,6,4,6,3,6,6,6,5,5,4,5e283f8ad48ecf000ddd0724
2024-02-13 11:36:03,2024-02-13 11:39:53,IP Address,100,229,True,2024-02-13 11:39:54,R_20uTtNR6M8reheS,anonymous,EN-GB,I accept,58bef6fd31de840001e84ba0,2,5,5,2,2,6,4,2,4,2,1,6,5,3,6,6,6,2,3,4,58bef6fd31de840001e84ba0
2024-02-13 11:36:53,2024-02-13 11:39:55,IP Address,100,181,True,2024-02-13 11:39:55,R_1Qxsxzu8sK3ATy1,anonymous,EN-GB,I accept,659ea325452359ea09040153,1,6,6,3,5,6,1,1,2,6,1,6,6,2,6,6,5,6,4,6,659ea325452359ea09040153
2024-02-13 11:36:50,2024-02-13 11:39:55,IP Address,100,184,True,2024-02-13 11:39:56,R_3e4nXDzgV02Lkk6,anonymous,EN-GB,I accept,63ed0a28c581929e144b96e0,5,4,5,3,4,5,3,4,5,3,3,4,5,2,6,6,6,2,4,4,63ed0a28c581929e144b96e0
2024-02-13 11:36:46,2024-02-13 11:39:55,IP Address,100,189,True,2024-02-13 11:39:56,R_1aVruN4OlwUoxB7,anonymous,EN-GB,I accept,658d28132568a34a66adc245,2,5,3,4,1,6,2,5,2,5,1,6,5,3,1,6,2,5,2,6,658d28132568a34a66adc245
2024-02-13 11:36:43,2024-02-13 11:40:04,IP Address,100,201,True,2024-02-13 11:40:05,R_1JUSvAYdwcAS9Md,anonymous,EN-GB,I accept,5d049f0e0b54cc0001dad5ba,2,5,3,5,2,5,1,6,2,5,1,5,2,4,6,6,2,5,2,6,5d049f0e0b54cc0001dad5ba
2024-02-13 11:36:09,2024-02-13 11:40:05,IP Address,100,236,True,2024-02-13 11:40:06,R_29mjW4z3vbiQMFW,anonymous,EN-GB,I accept,65b0ef225a0f80457bfa6b85,5,3,6,4,4,6,6,3,6,3,3,4,5,2,6,6,6,4,4,4,65b0ef225a0f80457bfa6b85
2024-02-13 11:36:22,2024-02-13 11:40:12,IP Address,100,229,True,2024-02-13 11:40:12,R_81nfZfJ3pQ42TS9,anonymous,EN-GB,I accept,61460488fc1bdf4d2c8ce1db,4,5,4,6,3,4,4,3,5,5,3,4,2,4,6,6,4,6,4,6,61460488fc1bdf4d2c8ce1db
2024-02-13 11:36:56,2024-02-13 11:40:13,IP Address,100,196,True,2024-02-13 11:40:13,R_6mV1BIRtr8kLpGj,anonymous,EN-GB,I accept,5f98099d48060d0450394002,3,6,2,6,3,5,1,6,4,3,2,5,5,4,6,6,5,3,2,6,5f98099d48060d0450394002
2024-02-13 11:36:53,2024-02-13 11:40:17,IP Address,100,204,True,2024-02-13 11:40:17,R_7k81ekWsfnfXGlC,anonymous,EN-GB,I accept,61646e7ec3accfb9d8334ad5,4,5,5,4,5,5,5,5,6,5,4,5,6,6,6,6,5,5,6,5,61646e7ec3accfb9d8334ad5
2024-02-13 11:36:54,2024-02-13 11:40:17,IP Address,100,203,True,2024-02-13 11:40:18,R_1fp8dDGzEQGbmwh,anonymous,EN-GB,I accept,5887951f5b971900013a03c0,5,1,5,3,2,6,3,5,5,2,1,6,6,2,6,6,6,2,1,6,5887951f5b971900013a03c0
2024-02-13 11:36:52,2024-02-13 11:40:30,IP Address,100,217,True,2024-02-13 11:40:31,R_5be4ODkgR74o3HH,anonymous,EN-GB,I accept,60fb1cab39fd626cb9dc093b,6,6,6,6,6,6,6,3,6,5,1,6,6,4,6,6,6,6,1,6,60fb1cab39fd626cb9dc093b
2024-02-13 11:36:58,2024-02-13 11:40:36,IP Address,100,217,True,2024-02-13 11:40:37,R_5RkwHuYqBHFz68x,anonymous,EN-GB,I accept,6103ec2bf88328284fd894bc,5,4,3,4,1,3,2,5,2,4,6,2,6,1,6,6,4,4,4,3,6103ec2bf88328284fd894bc
2024-02-13 11:36:13,2024-02-13 11:40:38,IP Address,100,265,True,2024-02-13 11:40:38,R_1TKV9RB78RQejTY,anonymous,EN-GB,I accept,5e5c0ea5e4be803f12156511,6,4,6,5,1,6,4,5,3,6,3,4,4,4,6,6,5,5,2,5,5e5c0ea5e4be803f12156511
2024-02-13 11:35:56,2024-02-13 11:40:39,IP Address,100,283,True,2024-02-13 11:40:40,R_1GS9hTmU2BzUOqt,anonymous,EN-GB,I accept,5fb570ad64809807fa926ccd,4,4,3,3,2,4,3,4,3,3,3,5,4,4,6,6,3,5,2,5,5fb570ad64809807fa926ccd
2024-02-13 11:37:00,2024-02-13 11:40:44,IP Address,100,223,True,2024-02-13 11:40:45,R_8j7nTer3P3YxcEH,anonymous,EN-GB,I accept,64f3ad25c93a6f6d60e6acd8,1,6,3,5,6,6,6,6,1,1,6,6,3,3,6,6,6,6,5,6,64f3ad25c93a6f6d60e6acd8
2024-02-13 11:37:40,2024-02-13 11:40:48,IP Address,100,188,True,2024-02-13 11:40:49,R_4EEZPLF3FlsQWeD,anonymous,EN-GB,I accept,61673678443beb110fc527ae,4,4,6,6,2,6,6,1,1,6,2,5,5,3,6,6,3,6,5,6,61673678443beb110fc527ae
2024-02-13 11:37:37,2024-02-13 11:40:50,IP Address,100,192,True,2024-02-13 11:40:51,R_3c6qNKAaXnbviZl,anonymous,EN-GB,I accept,60dc7a3a6881d342a930e09e,4,5,6,3,2,6,6,2,6,4,5,4,6,1,6,6,6,1,3,5,60dc7a3a6881d342a930e09e
2024-02-13 11:36:51,2024-02-13 11:40:53,IP Address,100,242,True,2024-02-13 11:40:54,R_4CkvmhHUdF47Ah6,anonymous,EN-GB,I accept,5bb21a6ed14ec100019840fb,5,4,5,3,1,5,3,5,4,4,4,5,4,4,6,6,4,4,4,5,5bb21a6ed14ec100019840fb
2024-02-13 11:36:49,2024-02-13 11:40:53,IP Address,100,244,True,2024-02-13 11:40:54,R_472vpyd8c7IGx4z,anonymous,EN-GB,I accept,600fbd5faa45791bc99e1597,6,4,6,2,2,6,2,5,5,4,5,2,6,1,6,6,5,4,5,2,600fbd5faa45791bc99e1597
2024-02-13 11:37:14,2024-02-13 11:40:56,IP Address,100,221,True,2024-02-13 11:40:56,R_6K9WWaj4NTBNAne,anonymous,EN-GB,I accept,5e369eea9d3234626306b159,2,4,2,5,1,6,3,4,3,4,2,4,3,4,6,6,2,5,3,4,5e369eea9d3234626306b159
2024-02-13 11:36:53,2024-02-13 11:40:58,IP Address,100,245,True,2024-02-13 11:40:59,R_7EYJotOAdUcjzHQ,anonymous,EN-GB,I accept,611cf858473171b4bbd2a6c7,1,5,5,3,1,6,2,5,1,6,1,4,3,5,6,6,3,3,2,6,611cf858473171b4bbd2a6c7
2024-02-13 11:36:44,2024-02-13 11:40:59,IP Address,100,255,True,2024-02-13 11:41:00,R_5YP5po8fM3DMqKf,anonymous,EN-GB,I accept,6135f43464be30d6a0bb0be8,3,6,2,6,2,5,2,6,1,6,1,6,5,3,6,6,2,4,2,6,6135f43464be30d6a0bb0be8
2024-02-13 11:36:34,2024-02-13 11:41:04,IP Address,100,270,True,2024-02-13 11:41:04,R_68J6H7GUKUQCKPO,anonymous,EN-GB,I accept,6595859a929aaa555306b821,6,1,1,1,3,5,3,5,2,2,1,1,2,5,6,6,3,2,3,2,6595859a929aaa555306b821
