StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1,Q7_2,Q8_1,Q8_2,Q9_1,Q9_2,Q10_1,Q10_2,Q_att_1,Q_att_2,Q11_1,Q11_2,Q12_1,Q12_2,PROLIFIC_PID
2023-11-27 17:21:17,2023-11-27 17:22:42,IP Address,100,85,True,2023-11-27 17:22:44,R_1hYGpFQsYljVnan,anonymous,EN-GB,I accept,61489c258f8257967383c3a6,1,6,6,4,4,4,3,3,2,3,1,6,4,,6,6,5,5,3,5,61489c258f8257967383c3a6
2023-11-27 17:21:30,2023-11-27 17:23:02,IP Address,100,91,True,2023-11-27 17:23:03,R_2ZESaLCiX8bTMEA,anonymous,EN-GB,I accept,6507355f07adea6bb9abb279,1,6,4,6,1,6,4,2,5,5,1,6,5,3,6,6,6,6,3,5,6507355f07adea6bb9abb279
2023-11-27 17:21:47,2023-11-27 17:23:18,IP Address,100,91,True,2023-11-27 17:23:19,R_3NJ6mOecwWqSec0,anonymous,EN-GB,I accept,652414a8df1d3adfddec9600,2,5,2,5,3,3,3,3,3,3,4,3,4,3,1,6,4,2,2,5,652414a8df1d3adfddec9600
2023-11-27 17:22:21,2023-11-27 17:23:30,IP Address,100,68,True,2023-11-27 17:23:30,R_1eRbNWf0nqjjTGb,anonymous,EN-GB,I accept,632b1b35331d4efbfb0d0f8d,3,4,4,5,2,2,3,2,2,3,5,3,4,6,4,3,5,4,4,5,632b1b35331d4efbfb0d0f8d
2023-11-27 17:21:51,2023-11-27 17:23:31,IP Address,100,100,True,2023-11-27 17:23:32,R_3MJYaKVsCeSDniM,anonymous,EN-GB,I accept,5dc82434470f625ad88430d3,6,6,6,6,5,6,6,6,6,,5,5,6,6,6,6,6,6,6,6,5dc82434470f625ad88430d3
2023-11-27 17:21:47,2023-11-27 17:23:35,IP Address,100,108,True,2023-11-27 17:23:36,R_3NVYeOhRgsHQnxj,anonymous,EN-GB,I accept,5ec670dfac7d6b05413bd824,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,6,5,5,5,5,5ec670dfac7d6b05413bd824
2023-11-27 17:21:52,2023-11-27 17:23:36,IP Address,100,103,True,2023-11-27 17:23:37,R_W2kEWXDTroyOOop,anonymous,EN-GB,I accept,5cfa3a436e2ee10001c475e4,4,5,6,4,2,6,1,6,3,6,1,6,2,5,6,1,4,5,1,6,5cfa3a436e2ee10001c475e4
2023-11-27 17:21:36,2023-11-27 17:23:36,IP Address,100,120,True,2023-11-27 17:23:37,R_1lc0HlYVX9SE8z7,anonymous,EN-GB,I accept,5d56742f6e2ec30001cdf081,4,5,6,3,4,6,3,6,6,4,5,6,2,4,6,6,5,5,4,6,5d56742f6e2ec30001cdf081
2023-11-27 17:21:22,2023-11-27 17:23:53,IP Address,100,151,True,2023-11-27 17:23:54,R_9Yodv17hsE3t66J,anonymous,EN-GB,I accept,545cf1bbfdf99b7f9fca176f,3,4,5,4,2,3,3,5,5,4,1,5,6,2,1,6,5,3,2,5,545cf1bbfdf99b7f9fca176f
2023-11-27 17:22:20,2023-11-27 17:23:55,IP Address,100,94,True,2023-11-27 17:23:55,R_3EyQNu0cIVEX8SZ,anonymous,EN-GB,I accept,5be0662dea836b0001e9870f,5,4,6,5,4,6,4,4,6,6,5,6,3,4,6,6,3,5,2,6,5be0662dea836b0001e9870f
2023-11-27 17:22:49,2023-11-27 17:23:56,IP Address,100,66,True,2023-11-27 17:23:56,R_1pRVjKAAtnVbvLo,anonymous,EN-GB,I accept,61378d6b7827f7a08486eb84,2,4,3,3,4,2,4,4,2,5,5,4,3,4,3,3,5,3,2,4,61378d6b7827f7a08486eb84
2023-11-27 17:21:53,2023-11-27 17:24:08,IP Address,100,134,True,2023-11-27 17:24:08,R_TkkXEKaE2E5AT85,anonymous,EN-GB,I accept,60f36868575f391fc987f84e,6,6,6,6,6,6,6,6,6,6,6,5,4,2,6,6,6,6,6,6,60f36868575f391fc987f84e
2023-11-27 17:22:14,2023-11-27 17:24:14,IP Address,100,119,True,2023-11-27 17:24:15,R_277sjMyUOR0iDKj,anonymous,EN-GB,I accept,5f54cdbcd2fd0a8484ef4645,5,4,6,3,6,4,5,5,4,5,4,5,5,3,6,6,6,4,5,5,5f54cdbcd2fd0a8484ef4645
2023-11-27 17:22:13,2023-11-27 17:24:15,IP Address,100,121,True,2023-11-27 17:24:16,R_1eJgSYGrYmRdDAu,anonymous,EN-GB,I accept,5ec7d68512268325623eb178,6,4,1,1,6,6,6,3,1,1,6,6,1,1,6,6,5,5,3,6,5ec7d68512268325623eb178
2023-11-27 17:21:59,2023-11-27 17:24:19,IP Address,100,140,True,2023-11-27 17:24:20,R_1F9tjkgNEcPm0Fo,anonymous,EN-GB,I accept,65472f24b10518ec789e48cb,3,2,6,2,5,5,3,5,5,4,5,4,5,4,5,4,5,4,3,4,65472f24b10518ec789e48cb
2023-11-27 17:21:36,2023-11-27 17:24:24,IP Address,100,168,True,2023-11-27 17:24:25,R_2VIPIY4IjkrQZrr,anonymous,EN-GB,I accept,611513d0ab9d61f4053c4c8e,3,6,1,6,1,6,3,5,1,6,1,6,5,5,1,6,2,5,2,6,611513d0ab9d61f4053c4c8e
2023-11-27 17:22:12,2023-11-27 17:24:36,IP Address,100,143,True,2023-11-27 17:24:37,R_3MlLtfFcFvii0zs,anonymous,EN-GB,I accept,5d167c9361a40900161f65fc,6,3,5,2,1,6,2,4,1,6,2,5,4,3,1,6,3,6,4,4,5d167c9361a40900161f65fc
2023-11-27 17:22:00,2023-11-27 17:24:37,IP Address,100,157,True,2023-11-27 17:24:38,R_1ITqtSJUKvVqIfL,anonymous,EN-GB,I accept,5fb242a8b0c0e17bad2840f4,1,6,4,3,4,4,3,4,3,5,2,5,4,4,1,1,4,3,4,4,5fb242a8b0c0e17bad2840f4
2023-11-27 17:21:34,2023-11-27 17:24:37,IP Address,100,182,True,2023-11-27 17:24:38,R_2e4mAFNXCBFBf6C,anonymous,EN-GB,I accept,597cfa6240ffde000164484c,3,5,6,4,1,6,2,5,2,5,2,5,2,3,6,6,3,5,4,4,597cfa6240ffde000164484c
2023-11-27 17:22:38,2023-11-27 17:24:39,IP Address,100,120,True,2023-11-27 17:24:39,R_YY9qS4HwY4Sm8pz,anonymous,EN-GB,I accept,5e14f1974a2ad4afe0f144b0,5,5,6,2,5,1,3,2,5,5,6,1,6,3,6,6,5,2,6,2,5e14f1974a2ad4afe0f144b0
2023-11-27 17:22:13,2023-11-27 17:24:39,IP Address,100,146,True,2023-11-27 17:24:39,R_1oeeMMPcbANcr2p,anonymous,EN-GB,I accept,5e62baa196dc6005c592a0ff,5,3,5,4,4,6,3,5,5,4,3,3,6,3,1,6,6,4,5,5,5e62baa196dc6005c592a0ff
2023-11-27 17:21:30,2023-11-27 17:24:39,IP Address,100,188,True,2023-11-27 17:24:39,R_2VIJ1UVUDPSwZk2,anonymous,EN-GB,I accept,656370355e9a86ae42bf5a08,3,5,5,5,2,5,3,4,3,5,1,6,,,1,6,5,6,2,6,656370355e9a86ae42bf5a08
2023-11-27 17:22:39,2023-11-27 17:24:41,IP Address,100,121,True,2023-11-27 17:24:42,R_URSuJMgWrTTnOJX,anonymous,EN-GB,I accept,5e49b9d979cc7142cdcb6aa5,2,5,2,3,2,5,4,4,4,2,2,5,5,2,1,6,2,5,3,4,5e49b9d979cc7142cdcb6aa5
2023-11-27 17:21:33,2023-11-27 17:24:42,IP Address,100,188,True,2023-11-27 17:24:42,R_SC4GudoHI0CTVeh,anonymous,EN-GB,I accept,5ebe7c0b9578b7057109a435,5,4,6,3,1,5,4,5,3,5,4,4,5,2,6,1,4,6,4,2,5ebe7c0b9578b7057109a435
2023-11-27 17:21:26,2023-11-27 17:24:43,IP Address,100,197,True,2023-11-27 17:24:44,R_2sGiMvgP7KL9Gff,anonymous,EN-GB,I accept,5efcdcfeaead790f210c3181,5,2,6,2,3,6,4,6,6,4,5,6,6,2,6,1,6,4,3,5,5efcdcfeaead790f210c3181
2023-11-27 17:22:21,2023-11-27 17:24:49,IP Address,100,148,True,2023-11-27 17:24:50,R_2TB3EwL0J7MmDh3,anonymous,EN-GB,I accept,650aef52598f48c6989876ed,6,5,5,3,5,6,4,5,5,5,4,5,5,3,6,6,6,5,5,6,650aef52598f48c6989876ed
2023-11-27 17:22:55,2023-11-27 17:24:50,IP Address,100,114,True,2023-11-27 17:24:50,R_pubS9yxrNIveZIB,anonymous,EN-GB,I accept,5f8825d4938a85280f506a83,3,6,5,4,4,4,3,6,5,6,1,6,6,4,1,6,6,5,4,6,5f8825d4938a85280f506a83
2023-11-27 17:23:02,2023-11-27 17:25:02,IP Address,100,119,True,2023-11-27 17:25:02,R_9FEN4LZ5RowmjSh,anonymous,EN-GB,I accept,653bc467e5752a9170c63b2f,6,3,6,5,1,6,3,5,1,6,3,5,5,2,6,6,2,6,4,5,653bc467e5752a9170c63b2f
2023-11-27 17:22:44,2023-11-27 17:25:03,IP Address,100,138,True,2023-11-27 17:25:03,R_8JrD6w7qGS7RsPL,anonymous,EN-GB,I accept,60284181e4c6ff174a6ce964,4,3,5,3,1,3,3,4,2,3,1,5,5,2,1,6,4,4,3,4,60284181e4c6ff174a6ce964
2023-11-27 17:22:47,2023-11-27 17:25:05,IP Address,100,137,True,2023-11-27 17:25:06,R_0q8D9q5hCMIe0xP,anonymous,EN-GB,I accept,5c0ca233632102000147c7db,4,4,4,4,4,4,3,4,4,4,3,5,4,3,1,6,4,4,4,4,5c0ca233632102000147c7db
2023-11-27 17:21:55,2023-11-27 17:25:05,IP Address,100,190,True,2023-11-27 17:25:06,R_3jcXr6D3xheHoT7,anonymous,EN-GB,I accept,653bd17a6e76e26b4d834861,5,4,5,4,1,6,5,5,2,1,1,6,6,2,6,6,4,5,4,3,653bd17a6e76e26b4d834861
2023-11-27 17:22:41,2023-11-27 17:25:07,IP Address,100,145,True,2023-11-27 17:25:08,R_3JLgNGKImmP6Pzt,anonymous,EN-GB,I accept,6016d442222eb48891237986,3,5,4,3,5,6,4,5,4,5,5,5,6,2,6,6,5,3,5,5,6016d442222eb48891237986
2023-11-27 17:21:56,2023-11-27 17:25:07,IP Address,100,190,True,2023-11-27 17:25:08,R_3fMOFVYS1AMAjxo,anonymous,EN-GB,I accept,5fb7ef5abe0cdb1d8f3cff63,2,6,3,5,2,6,4,4,3,5,1,6,4,4,6,6,4,6,2,4,5fb7ef5abe0cdb1d8f3cff63
2023-11-27 17:23:01,2023-11-27 17:25:07,IP Address,100,126,True,2023-11-27 17:25:08,R_3iEG7O7qj8CaN8H,anonymous,EN-GB,I accept,5fb680f7e13f87000aa59a9a,5,2,6,3,5,4,6,6,5,5,5,4,5,2,6,6,5,4,5,5,5fb680f7e13f87000aa59a9a
2023-11-27 17:22:27,2023-11-27 17:25:09,IP Address,100,162,True,2023-11-27 17:25:10,R_1Ow1WEGES2U6FGC,anonymous,EN-GB,I accept,5acb2cb55cd1050001626ff6,4,4,4,3,2,5,2,4,4,3,2,4,5,3,3,6,4,4,3,4,5acb2cb55cd1050001626ff6
2023-11-27 17:22:28,2023-11-27 17:25:12,IP Address,100,163,True,2023-11-27 17:25:12,R_22sOci1Fjf3ZCjU,anonymous,EN-GB,I accept,615591b8814426404194e181,6,2,4,4,1,5,3,4,3,5,3,2,3,3,5,6,5,5,5,4,615591b8814426404194e181
2023-11-27 17:22:28,2023-11-27 17:25:13,IP Address,100,164,True,2023-11-27 17:25:13,R_12lQ9lcldYng740,anonymous,EN-GB,I accept,5d9265cde0cd75001a485441,2,5,6,2,1,6,2,5,2,5,1,6,6,1,6,6,4,3,5,2,5d9265cde0cd75001a485441
2023-11-27 17:22:21,2023-11-27 17:25:15,IP Address,100,173,True,2023-11-27 17:25:15,R_2uwcy4IDuIsudJA,anonymous,EN-GB,I accept,648a4d65fb0120fe5dbbabb2,3,4,4,4,2,5,2,4,4,4,4,4,3,4,1,6,5,4,2,4,648a4d65fb0120fe5dbbabb2
2023-11-27 17:23:30,2023-11-27 17:25:16,IP Address,100,106,True,2023-11-27 17:25:17,R_11crhKQwkcuNOJg,anonymous,EN-GB,I accept,5ba42e35984ec30001c6018d,5,2,2,5,1,6,2,5,5,3,1,6,4,3,6,1,2,6,2,6,5ba42e35984ec30001c6018d
2023-11-27 17:23:12,2023-11-27 17:25:22,IP Address,100,130,True,2023-11-27 17:25:23,R_2tmwxDJ3TVVqUH9,anonymous,EN-GB,I accept,5f359a0aa0b9125a3c6b8fff,2,5,2,3,5,5,2,3,3,5,4,5,2,4,6,6,5,3,5,3,5f359a0aa0b9125a3c6b8fff
2023-11-27 17:21:59,2023-11-27 17:25:24,IP Address,100,204,True,2023-11-27 17:25:24,R_3F2IXwaj8GLFkWN,anonymous,EN-GB,I accept,5f1b74ffdac4b100086d905f,3,6,5,3,1,6,5,2,3,5,2,4,5,4,1,6,2,4,3,4,5f1b74ffdac4b100086d905f
2023-11-27 17:22:46,2023-11-27 17:25:24,IP Address,100,158,True,2023-11-27 17:25:25,R_2AZrEXqxO9v07gS,anonymous,EN-GB,I accept,5ec2cf4c3542420fa914f4b9,6,2,5,2,2,6,4,4,5,6,6,2,3,3,6,6,4,5,5,3,5ec2cf4c3542420fa914f4b9
2023-11-27 17:22:21,2023-11-27 17:25:24,IP Address,100,183,True,2023-11-27 17:25:25,R_1GV6ck754sxnBdp,anonymous,EN-GB,I accept,603a293ee62ae15da2674441,2,3,4,5,5,4,2,5,5,4,5,4,3,4,6,,4,5,4,3,603a293ee62ae15da2674441
2023-11-27 17:23:20,2023-11-27 17:25:25,IP Address,100,125,True,2023-11-27 17:25:26,R_21yqBTDhHsYfDCh,anonymous,EN-GB,I accept,5ab3e44cf5918d00012e947a,6,6,6,6,6,6,5,4,5,5,6,6,3,3,6,6,6,6,5,5,5ab3e44cf5918d00012e947a
2023-11-27 17:22:49,2023-11-27 17:25:27,IP Address,100,158,True,2023-11-27 17:25:28,R_1mrYUyHPbBLV8gF,anonymous,EN-GB,I accept,6151aa68b0b0db663b6c2218,6,4,6,3,3,5,3,4,6,4,3,5,6,3,6,6,6,3,6,3,6151aa68b0b0db663b6c2218
2023-11-27 17:22:07,2023-11-27 17:25:28,IP Address,100,201,True,2023-11-27 17:25:29,R_2pM1zBrvB8IHfNq,anonymous,EN-GB,I accept,5b01e69aa496b300013d5b9b,4,5,5,5,2,5,2,6,4,4,3,5,4,3,1,6,5,4,3,4,5b01e69aa496b300013d5b9b
2023-11-27 17:22:50,2023-11-27 17:25:29,IP Address,100,159,True,2023-11-27 17:25:30,R_2BthVT5pyPcjcTz,anonymous,EN-GB,I accept,5d44ee2223a1260016201a3c,2,5,6,4,5,5,5,4,4,6,1,6,5,4,1,6,2,6,2,5,5d44ee2223a1260016201a3c
2023-11-27 17:23:14,2023-11-27 17:25:31,IP Address,100,137,True,2023-11-27 17:25:32,R_3fJN7pWYqA0hKzT,anonymous,EN-GB,I accept,611ff00bcb47dabd76f91777,5,5,5,4,5,5,5,4,5,4,4,3,5,3,6,,5,5,6,6,611ff00bcb47dabd76f91777
2023-11-27 17:21:56,2023-11-27 17:25:32,IP Address,100,216,True,2023-11-27 17:25:33,R_3DqIEobjX3Atgdh,anonymous,EN-GB,I accept,60ce86f129bdce53980ea519,4,5,4,5,1,6,2,5,3,4,,,4,5,6,6,5,6,2,5,60ce86f129bdce53980ea519
2023-11-27 17:22:31,2023-11-27 17:25:34,IP Address,100,182,True,2023-11-27 17:25:34,R_2e4LmKHbKE9ao7z,anonymous,EN-GB,I accept,5fc9b1252395584af6debd51,6,5,6,5,6,6,6,4,6,4,6,6,6,4,6,6,6,4,6,6,5fc9b1252395584af6debd51
2023-11-27 17:22:30,2023-11-27 17:25:38,IP Address,100,188,True,2023-11-27 17:25:39,R_12t2MAzHwVoXB8H,anonymous,EN-GB,I accept,61075428e2a27f4cf8c8fb83,5,4,6,4,6,4,6,3,6,4,4,5,5,4,1,6,5,4,5,5,61075428e2a27f4cf8c8fb83
2023-11-27 17:22:47,2023-11-27 17:25:40,IP Address,100,173,True,2023-11-27 17:25:41,R_1C9gxAyuYZcZwJO,anonymous,EN-GB,I accept,5cba3120b7cea800176a9b7e,5,3,6,5,1,6,4,3,4,4,1,4,5,2,6,6,6,6,5,5,5cba3120b7cea800176a9b7e
2023-11-27 17:21:22,2023-11-27 17:25:43,IP Address,100,260,True,2023-11-27 17:25:43,R_3KDtX4u3opGoInc,anonymous,EN-GB,I accept,5cc8c6f1ec2eb00001ad2e2a,5,2,3,2,2,4,3,5,3,5,3,4,5,3,2,5,5,3,5,2,5cc8c6f1ec2eb00001ad2e2a
2023-11-27 17:22:17,2023-11-27 17:25:43,IP Address,100,206,True,2023-11-27 17:25:44,R_3MsuoGIcdIj1Xsr,anonymous,EN-GB,I accept,610636e5ef6c3c15fc6456aa,3,3,4,4,1,1,3,,3,3,2,1,1,1,6,6,5,5,5,5,610636e5ef6c3c15fc6456aa
2023-11-27 17:22:23,2023-11-27 17:25:44,IP Address,100,200,True,2023-11-27 17:25:44,R_2cubagYyk3jIDph,anonymous,EN-GB,I accept,6137d3a7bb7fd4d8f732b4a8,4,6,6,4,1,6,6,6,3,6,2,6,6,2,6,6,5,6,1,6,6137d3a7bb7fd4d8f732b4a8
2023-11-27 17:22:54,2023-11-27 17:25:45,IP Address,100,170,True,2023-11-27 17:25:45,R_3rHSVSqIdMGiOQE,anonymous,EN-GB,I accept,5c9b3126a586fd00154d5440,1,6,6,5,1,6,6,6,1,6,6,4,2,2,6,1,5,6,5,5,5c9b3126a586fd00154d5440
2023-11-27 17:22:37,2023-11-27 17:25:45,IP Address,100,188,True,2023-11-27 17:25:46,R_22rig0SJifD2B9i,anonymous,EN-GB,I accept,5ff743fd88a5713bd0d00583,5,2,6,5,3,4,6,4,5,5,5,5,6,4,2,6,6,2,3,5,5ff743fd88a5713bd0d00583
2023-11-27 17:22:19,2023-11-27 17:25:46,IP Address,100,206,True,2023-11-27 17:25:47,R_YWZ8CeecMBfWJhL,anonymous,EN-GB,I accept,6548fb51db60a00d76e9270b,5,2,3,6,1,6,3,5,4,6,4,3,5,3,6,6,4,5,4,5,6548fb51db60a00d76e9270b
2023-11-27 17:23:37,2023-11-27 17:25:49,IP Address,100,131,True,2023-11-27 17:25:49,R_CZAs01NtcgdvOut,anonymous,EN-GB,I accept,5e4211ba3f75e50a62a0ea68,6,1,6,5,2,5,1,2,2,5,6,1,6,3,6,6,6,2,1,6,5e4211ba3f75e50a62a0ea68
2023-11-27 17:22:45,2023-11-27 17:25:49,IP Address,100,184,True,2023-11-27 17:25:50,R_1QDDmsniHzhkX3o,anonymous,EN-GB,I accept,6548fc6f899e369208e54048,6,2,4,6,3,6,5,2,4,5,2,4,6,2,6,6,5,6,4,6,6548fc6f899e369208e54048
2023-11-27 17:22:47,2023-11-27 17:25:50,IP Address,100,182,True,2023-11-27 17:25:50,R_2tJuU0XuSRmTtVe,anonymous,EN-GB,I accept,5ede2dceb1248f0464012155,6,1,1,6,4,4,6,4,6,3,4,3,6,4,6,2,5,2,3,6,5ede2dceb1248f0464012155
2023-11-27 17:23:00,2023-11-27 17:25:50,IP Address,100,169,True,2023-11-27 17:25:50,R_dhDbsY7w7pNVQ7n,anonymous,EN-GB,I accept,62fb7bd5e0c65f772ce189c8,1,6,4,4,3,6,3,5,3,4,1,6,2,4,1,6,3,4,1,5,62fb7bd5e0c65f772ce189c8
2023-11-27 17:22:27,2023-11-27 17:25:51,IP Address,100,203,True,2023-11-27 17:25:51,R_2R9rb5PAJGIMPNE,anonymous,EN-GB,I accept,6156017fbad0983c816fbd7c,3,6,2,6,1,6,6,4,6,2,1,6,4,4,6,6,2,6,1,6,6156017fbad0983c816fbd7c
2023-11-27 17:21:34,2023-11-27 17:25:50,IP Address,100,256,True,2023-11-27 17:25:52,R_2TZcvKbfL8iWyqh,anonymous,EN-GB,I accept,6554cfc335ac9ff968a5f162,4,6,5,6,4,3,3,5,2,3,3,4,5,4,6,6,4,3,4,5,6554cfc335ac9ff968a5f162
2023-11-27 17:22:11,2023-11-27 17:25:53,IP Address,100,221,True,2023-11-27 17:25:53,R_12KIQmjhTs2WP2S,anonymous,EN-GB,I accept,594591f4bee3110001b1a4f1,1,6,4,5,4,6,2,6,6,4,2,6,2,4,6,1,4,5,3,6,594591f4bee3110001b1a4f1
2023-11-27 17:22:58,2023-11-27 17:25:53,IP Address,100,175,True,2023-11-27 17:25:54,R_3haOEeIrB4Zvdvj,anonymous,EN-GB,I accept,65314624b06090a594e92a2f,2,5,4,5,3,5,3,5,3,5,1,5,6,1,5,6,5,6,3,5,65314624b06090a594e92a2f
2023-11-27 17:22:52,2023-11-27 17:25:59,IP Address,100,187,True,2023-11-27 17:26:00,R_3kN9kxEknSxGPvt,anonymous,EN-GB,I accept,60309a142458094108f37f73,5,6,6,5,3,6,5,5,6,5,4,6,5,4,4,6,6,6,6,6,60309a142458094108f37f73
2023-11-27 17:23:01,2023-11-27 17:26:02,IP Address,100,181,True,2023-11-27 17:26:03,R_pElo5igqQjXgMsF,anonymous,EN-GB,I accept,5ba68588b709e800015a23a4,2,6,6,4,2,6,2,5,2,6,2,5,5,3,6,6,2,5,3,5,5ba68588b709e800015a23a4
2023-11-27 17:22:17,2023-11-27 17:26:03,IP Address,100,226,True,2023-11-27 17:26:04,R_1lAFVEOvUgg2IrK,anonymous,EN-GB,I accept,5ef0b3a1bf585900099155cb,3,6,4,6,6,6,3,6,6,6,3,5,4,4,6,6,6,6,6,6,5ef0b3a1bf585900099155cb
2023-11-27 17:22:39,2023-11-27 17:26:09,IP Address,100,210,True,2023-11-27 17:26:09,R_2UflLDLPRCtw0bR,anonymous,EN-GB,I accept,610f692da005a3d5d9f94125,2,5,6,4,4,4,5,4,4,3,1,4,5,4,6,1,4,4,2,4,610f692da005a3d5d9f94125
2023-11-27 17:23:09,2023-11-27 17:26:10,IP Address,100,181,True,2023-11-27 17:26:11,R_pDWeBEsDbyTP5LP,anonymous,EN-GB,I accept,5f7506afbadfcf169784f466,4,3,6,3,3,3,6,3,1,4,2,4,6,2,6,6,6,4,5,4,5f7506afbadfcf169784f466
2023-11-27 17:22:25,2023-11-27 17:26:11,IP Address,100,226,True,2023-11-27 17:26:12,R_1QGYjT0xVGdrPI5,anonymous,EN-GB,I accept,613688d0acdf68a9e2853fb5,6,4,5,4,4,4,5,5,5,5,4,6,6,3,3,6,6,4,4,5,613688d0acdf68a9e2853fb5
2023-11-27 17:23:23,2023-11-27 17:26:12,IP Address,100,168,True,2023-11-27 17:26:13,R_1dFuXRzkEAkd7Tz,anonymous,EN-GB,I accept,5af43b1ea37f390001276490,4,5,6,4,1,5,5,2,2,5,3,5,6,3,6,6,3,5,5,4,5af43b1ea37f390001276490
2023-11-27 17:22:52,2023-11-27 17:26:15,IP Address,100,203,True,2023-11-27 17:26:16,R_tF0jjxX1DPCeBBD,anonymous,EN-GB,I accept,64f88a2d085c13dabd8327d2,5,6,6,5,3,6,4,4,4,5,3,5,2,6,6,6,4,5,2,6,64f88a2d085c13dabd8327d2
2023-11-27 17:21:55,2023-11-27 17:26:16,IP Address,100,261,True,2023-11-27 17:26:17,R_12SlugugOtnaCMZ,anonymous,EN-GB,I accept,6130faf8d11c295156526693,6,6,6,4,1,6,1,6,6,4,6,6,6,4,6,6,6,3,6,4,6130faf8d11c295156526693
2023-11-27 17:21:42,2023-11-27 17:26:21,IP Address,100,279,True,2023-11-27 17:26:21,R_3NUovM3vO4PkDyG,anonymous,EN-GB,I accept,5bbfeb974c98a200010a804a,5,3,4,5,1,6,2,5,5,3,4,4,4,2,6,6,6,4,3,5,5bbfeb974c98a200010a804a
2023-11-27 17:22:58,2023-11-27 17:26:21,IP Address,100,203,True,2023-11-27 17:26:22,R_2zuy1RM4d4msYIh,anonymous,EN-GB,I accept,60fcd2ade28cc412d542108c,3,4,2,2,5,5,3,4,2,2,3,2,4,4,6,6,4,4,4,4,60fcd2ade28cc412d542108c
2023-11-27 17:23:32,2023-11-27 17:26:24,IP Address,100,171,True,2023-11-27 17:26:25,R_2wAiLTQLZ7gb5G8,anonymous,EN-GB,I accept,6112b521a0af49bf5a9f9c87,5,5,6,3,4,6,5,3,6,6,4,5,5,3,6,6,6,6,6,6,6112b521a0af49bf5a9f9c87
2023-11-27 17:23:34,2023-11-27 17:26:25,IP Address,100,171,True,2023-11-27 17:26:25,R_BwYS5juZNAMQRW1,anonymous,EN-GB,I accept,61bb37e440db417c1a138b46,5,3,5,4,4,5,6,3,6,4,4,5,5,3,5,6,4,4,3,4,61bb37e440db417c1a138b46
2023-11-27 17:22:20,2023-11-27 17:26:34,IP Address,100,253,True,2023-11-27 17:26:34,R_24pUic79A9zXJmV,anonymous,EN-GB,I accept,602bb6c9090088335f593cb7,2,6,5,6,2,6,5,6,4,5,4,5,2,4,6,6,5,3,3,6,602bb6c9090088335f593cb7
2023-11-27 17:22:32,2023-11-27 17:26:36,IP Address,100,244,True,2023-11-27 17:26:36,R_UR6xzLnl15X9IKB,anonymous,EN-GB,I accept,5b1966a168a5ed0001735813,3,5,5,5,2,5,4,4,4,5,2,5,4,4,1,5,5,4,5,4,5b1966a168a5ed0001735813
2023-11-27 17:23:20,2023-11-27 17:26:36,IP Address,100,196,True,2023-11-27 17:26:37,R_2doPDjOp8rVLvtD,anonymous,EN-GB,I accept,616494f1ae4537c01914c758,6,3,2,6,1,5,1,6,1,6,1,5,5,4,6,6,6,6,6,5,616494f1ae4537c01914c758
2023-11-27 17:21:16,2023-11-27 17:26:37,IP Address,100,321,True,2023-11-27 17:26:38,R_yF2O1mDgNyXvLNL,anonymous,EN-GB,I accept,5ece75528f582a08555e0a3e,5,5,6,3,4,5,3,5,6,4,2,5,5,3,6,6,6,4,6,3,5ece75528f582a08555e0a3e
2023-11-27 17:23:10,2023-11-27 17:26:41,IP Address,100,211,True,2023-11-27 17:26:41,R_OIEBhomY9sVnrix,anonymous,EN-GB,I accept,65538ff91f2f5a49a294f828,5,5,3,4,2,6,1,6,1,6,1,6,4,4,1,6,2,5,1,6,65538ff91f2f5a49a294f828
2023-11-27 17:23:24,2023-11-27 17:26:42,IP Address,100,197,True,2023-11-27 17:26:43,R_1r0IYWsKFUEeZSB,anonymous,EN-GB,I accept,5fbfa308891c55227e0d977e,3,6,5,4,4,5,5,5,5,4,2,6,6,3,1,6,5,4,2,5,5fbfa308891c55227e0d977e
2023-11-27 17:23:12,2023-11-27 17:26:47,IP Address,100,215,True,2023-11-27 17:26:48,R_1jiUc4erUhCdrgA,anonymous,EN-GB,I accept,5efa66c030577f1782e0311a,6,4,5,5,2,6,5,4,5,5,2,5,4,4,6,6,4,4,3,5,5efa66c030577f1782e0311a
2023-11-27 17:22:42,2023-11-27 17:26:50,IP Address,100,247,True,2023-11-27 17:26:50,R_1IdhnS3pTW0U8tw,anonymous,EN-GB,I accept,610d4054692e2d29e6db3557,5,3,5,6,3,6,4,4,3,5,1,6,5,2,1,6,5,5,5,4,610d4054692e2d29e6db3557
2023-11-27 17:23:02,2023-11-27 17:26:57,IP Address,100,235,True,2023-11-27 17:26:58,R_1hHiyA1x0LPZPG9,anonymous,EN-GB,I accept,646cc5b2ee56fab32907947d,6,4,6,5,4,6,5,5,6,3,3,6,5,3,6,6,6,3,6,5,646cc5b2ee56fab32907947d
2023-11-27 17:23:05,2023-11-27 17:27:02,IP Address,100,237,True,2023-11-27 17:27:03,R_8oYcDsQ21vX6HF7,anonymous,EN-GB,I accept,637fea3db02f9eb0e4809596,2,6,5,6,1,6,1,6,1,6,1,6,4,4,6,6,1,6,1,6,637fea3db02f9eb0e4809596
